Index Number,Stop Number,Common Stop Name,Street Name,Town Name,Latitude,Longitude
IE361,4364,Cappagh Hospital,Cappagh Road,Dublin,53.3929,-6.3225
IE362,322,Gulliver's Retail Park,Ballymun Road,Dublin,53.4043,-6.2654
IE363,4793,Avila Park,Cappagh Road,Dublin,53.3923,-6.3208
IE364,2453,Saint James's Road,Saint Peter's Road,Dublin,53.3148,-6.3305
IE365,2452,Saint Peter's Road North,Saint Peter's Road,Dublin,53.3161,-6.332
IE366,2463,Saint Peter's Road North,Saint Peter's Road,Dublin,53.3153,-6.3313
IE367,2436,Lorcan O'Toole Park,Kimmage Road West,Dublin,53.3137,-6.3089
IE368,2414,Westbrook,Kimmage Road West,Dublin,53.3141,-6.3109
IE369,2415,Royston Village,Kimmage Road West,Dublin,53.3151,-6.3136
IE370,2435,Westbrook,Kimmage Road West,Dublin,53.3143,-6.3113
IE371,2434,Ashleaf,Kimmage Road West,Dublin,53.316,-6.3161
IE372,2197,Chapelizod West,Lucan Road,Dublin,53.3482,-6.3467
IE373,758,Victoria Avenue,Morehampton Road,Dublin,53.3227,-6.2377
IE374,1074,Harcourt Street,Hatch Street Upper,Dublin,53.334,-6.2617
IE375,339,Burgh Quay,Burgh Quay,Dublin,53.3473,-6.2569
IE376,8220TR000329,Grand Canal St,Grand Canal Street Lower,Dublin,53.3392,-6.2404
IE377,1942,St James Hospital,James Street,Dublin,53.3422,-6.2947
IE378,8220TR000334,Eircom Building,Saint John's Road West,Dublin,53.3459,-6.2969
IE379,987,Finglas Village,Finglas Village,Dublin,53.3902,-6.2994
IE380,1079,Leicester Avenue,Rathgar Road,Dublin,53.3167,-6.2708
IE381,8220TR000078,Taxi Rank,College Green,Dublin,53.3445,-6.261
IE382,1992,Inchicore Library,Emmet Road,Dublin,53.3407,-6.3091
IE383,1945,Inchicore Library,Emmet Road,Dublin,53.3406,-6.3097
IE384,2432,Bigger Road,Cromwellsfort Road,Dublin,53.317,-6.3255
IE385,2418,Bigger Road,Cromwellsfort Road,Dublin,53.317,-6.3269
IE386,2444,Harold's Cross Park,Lower Kimmage Road,Dublin,53.3243,-6.2797
IE387,2448,Cashel Road,Cashel Road,Dublin,53.3193,-6.3041
IE388, Armagh Road,Armagh Road,Dublin,53.321,-6.3051
IE389,2450,Armagh Road West,Armagh Road,Dublin,53.3202,-6.3077
IE390,2443,Mount Argus Mill,Lower Kimmage Road,Dublin,53.3219,-6.2836
IE391,2393,Aideen Avenue,Lower Kimmage Road,Dublin,53.3152,-6.2955
IE392,2440,Aideen Avenue,Lower Kimmage Road,Dublin,53.3164,-6.2943
IE393,2441,Kimmage,Kimmage Road Lower,Dublin,53.3192,-6.2911
IE394,2442,Mount Argus Park,Lower Kimmage Road,Dublin,53.3205,-6.286
IE395,2391,Mount Argus Park,Lower Kimmage Road,Dublin,53.3202,-6.2864
IE396,2314,Weaver Park,Cork Street,Dublin,53.3382,-6.2807
IE397,2380,Weaver Park,Cork Street,Dublin,53.3385,-6.2803
IE398,2382,Newmarket,Saint Luke's Avenue,Dublin,53.3389,-6.2784
IE399,2383,Saint Patrick's Cathedral,Patrick Street,Dublin,53.3395,-6.2727
IE400,2385,Patrick Street,Patrick Street,Dublin,53.3423,-6.272
IE401,2379,Cork Street,Cork Street,Dublin,53.3378,-6.2846
IE402,2315,Cork Street,Cork Street,Dublin,53.3375,-6.2852
IE403,2331,Saint Mary's Road,Saint Mary's Road,Dublin,53.3246,-6.3178
IE404,2332,Walkinstown Mall,Walkinstown Road,Dublin,53.3209,-6.331
IE405,2183,Walkinstown Shopping Centre,Walkinstown Road,Dublin,53.3217,-6.3305
IE406,2333,Walkinstown Roundabout,Walkinstown Road,Dublin,53.3178,-6.3327
IE407,2378,Walkinstown Roundabout,Walkinstown Road,Dublin,53.3181,-6.3327
IE408,2439,Ravensdale Park,Lower Kimmage Road,Dublin,53.3135,-6.2977
IE409,2394,Kimmage Cross Roads,Lower Kimmage Road,Dublin,53.3133,-6.2978
IE410,2390,Mount Argus Mill,Lower Kimmage Road,Dublin,53.3215,-6.284
IE411,2635,Clanbrassil Lower,Clanbrassil Street Lower,Dublin,53.3343,-6.2749
IE412,2388,Clanbrassil Lower,Clanbrassil Street,Dublin,53.3345,-6.2744
IE413,2389,Harold's Cross Park,Harold's Cross Road,Dublin,53.3249,-6.2791
IE414,2489,Clonfert Road,Stannaway Road,Dublin,53.3194,-6.3009
IE415,2497,Kimmage,Sundrive Road,Dublin,53.3203,-6.2919
IE416,2485,Kimmage,Sundrive Road,Dublin,53.3198,-6.2913
IE417,2495,Stannaway Road,Stannaway Road,Dublin,53.3212,-6.2969
IE418,2487,Éamonn Ceannt Park,Stannaway Road,Dublin,53.3218,-6.2953
IE419,2500,Samuel Beckett Bridge,North Wall Quay,Dublin,53.3478,-6.2424
IE420,2501,North Wall Quay,North Wall Quay,Dublin,53.3474,-6.2364
IE421,2494,Clonfert Road,Stannaway Road,Dublin,53.3197,-6.3004
IE422,2496,Éamonn Ceannt Park,Sundrive Road,Dublin,53.322,-6.2939
IE423,2471,Larkfield Park,Larkfield Park,Dublin,53.3187,-6.2891
IE424,2484,Larkfield Park,Larkfield Park,Dublin,53.3185,-6.2892
IE425,2472,Larkfield Grove,Clareville Road,Dublin,53.3177,-6.2856
IE426,2482,Westfield Road,Clareville Road,Dublin,53.3189,-6.2814
IE427,2474,Westfield Road,Clareville Road,Dublin,53.3188,-6.2818
IE428,2467,Cashel Road,Cashel Road,Dublin,53.3192,-6.3039
IE429,2451,Saint Agnes' Park,Saint Agnes Park,Dublin,53.3192,-6.3143
IE430,2464,Saint Agnes' Park,Saint Agnes Park,Dublin,53.3195,-6.3131
IE431,2465,Armagh Road West,Armagh Road,Dublin,53.32,-6.3089
IE432,2466,Armagh Road East,Armagh Road,Dublin,53.3207,-6.3065
IE433,2481,Harolds Cross Road,Kenilworth Square North,Dublin,53.3187,-6.2781
IE434,2476,Kenilworth Square,Kenilworth Square North,Dublin,53.319,-6.2775
IE435,2483,Clareville Road,Clareville Road,Dublin,53.3176,-6.2844
IE436,2479,Grosvenor Road,Grosvenor Road,Dublin,53.3202,-6.2703
IE437,2478,Grosvenor Road,Grosvenor Road,Dublin,53.3205,-6.2698
IE438,2475,Kenilworth Park,Kenilworth Park,Dublin,53.3189,-6.2801
IE439,2480,Kenilworth Road,Kenilworth Road,Dublin,53.3197,-6.2743
IE440,2477,Kenilworth Road,Kenilworth Road,Dublin,53.3199,-6.2742
IE441,2728,Walkinstown Park,Walkinstown Avenue,Dublin,53.3214,-6.3395
IE442,4367,Jamestown Road,Poppintree Park Lane Walk,Dublin,53.3987,-6.2894
IE443,4368,Poppintree Park,Poppintree Park Lane Walk,Dublin,53.3988,-6.2889
IE444,4369,Oakwood Road,Jamestown Road,Dublin,53.3973,-6.2924
IE445,4788,Oakwood Road,Jamestown Road,Dublin,53.3969,-6.2925
IE446,6273,Sycamore Road,Sycamore Road,Dublin,53.3953,-6.2909
IE447,4890,Sycamore Road,Sycamore Road,Dublin,53.3952,-6.2909
IE448,4366,Clune Road,Clune Road,Dublin,53.3912,-6.2948
IE449,4322,Ashington Park,Ashington Park,Dublin,53.3735,-6.3113
IE450,4363,Berryfield Road,Saint Helena's Road,Dublin,53.3817,-6.3034
IE451,1607,Berryfield Road,Saint Helena's Road,Dublin,53.3822,-6.3034
IE452,4365,Poppintree Park,Poppintree Park Lane Walk,Dublin,53.4021,-6.2835
IE453,4781,IDA Poppintree,Poppintree Park Lane Walk,Dublin,53.4017,-6.2841
IE454,136,McKee Road North,McKee Road,Dublin,53.3944,-6.2899
IE455,4377,McKee Road North,McKee Road,Dublin,53.3945,-6.2899
IE456,179,Glasilawn Road,Ballygall Road East,Dublin,53.3803,-6.276
IE457,177,Glasilawn Road,Ballygall Road East,Dublin,53.3805,-6.2762
IE458,4378,Cremore Crescent,Ballygall Road East,Dublin,53.3788,-6.2765
IE459,1184,Talbot Street East,Talbot Street,Dublin,53.3509,-6.2538
IE460,620,Talbot Street East,Talbot Street,Dublin,53.351,-6.2528
IE461,4380,Talbot Street East,Talbot Street,Dublin,53.3508,-6.2535
IE462,4479,Clune Road,McKee Road,Dublin,53.3913,-6.2941
IE463,193,Clune Road,McKee Road,Dublin,53.3912,-6.2941
IE464,4371,Fassaugh Avenue,Carnlough Road,Dublin,53.3659,-6.2927
IE465,822,Mulroy Road,Carnlough Road,Dublin,53.3671,-6.2918
IE466,831,Mulroy Road,Carnlough Road,Dublin,53.3677,-6.2913
IE467,4938,Gofton Hall,McKee Avenue,Dublin,53.3909,-6.2984
IE468,4375,Jamestown Road,Jamestown Road,Dublin,53.3917,-6.2967
IE469,3354,Clogher Road,Sundrive Road,Dublin,53.3264,-6.2971
IE470,3361,Clogher Road,Sundrive Road,Dublin,53.3262,-6.2973
IE471,1401,Slane Road,Clogher Road,Dublin,53.3254,-6.2987
IE472,3355,Slane Road,Clogher Road,Dublin,53.3255,-6.2977
IE473,3357,Clonmacnoise Grove,Clonmacnoise Road,Dublin,53.322,-6.3019
IE474,1392,Bangor Circle,Clonmacnoise Road,Dublin,53.3225,-6.3016
IE475,3362,Downpatrick Road,Sundrive Road,Dublin,53.3274,-6.298
IE476,3353,Downpatrick Road,Sundrive Road,Dublin,53.3277,-6.298
IE477,2816,Glenmalure Square,Milltown Road,Dublin,53.3143,-6.2463
IE478,3562,Glenmalure Square,Milltown Road,Dublin,53.3146,-6.2463
IE479,3952,Rutland Avenue,Crumlin Road,Dublin,53.3317,-6.2946
IE480,4319,Heuston Station,Heuston Station,Dublin,53.3468,-6.292
IE481,3360,Clonmacnoise Road,Clonmacnoise Road,Dublin,53.3218,-6.304
IE482,3358,Lismore Road,Clonmacnoise Road,Dublin,53.3211,-6.3034
IE483,4466,Glenfarne Road,Glenwood Road,Dublin,53.3884,-6.1898
IE484,2717,Crescent Gardens,West Road,Dublin,53.3572,-6.2375
IE485,4468,West Road,West Road,Dublin,53.3568,-6.238
IE486,4469,East Road,East Road,Dublin,53.3535,-6.2312
IE487,4472,St Anne's Avenue,Watermill Drive,Dublin,53.3764,-6.1783
IE488,4455,Ailesbury Road,Ailesbury Road,Dublin,53.3207,-6.2141
IE489,4456,Aungier Street,Aungier Street,Dublin,53.3399,-6.2657
IE490,4458,Military Cemetery,Blackhorse Avenue,Dublin,53.3605,-6.3081
IE491,4485,Naomh Fionnbarra GAA,Fassaugh Road,Dublin,53.3655,-6.2895
IE492,4494,Hawkins Street,Hawkins Street,Dublin,53.347,-6.2571
IE493,4473,Artane Castle SC,Kilmore Road,Dublin,53.3839,-6.2147
IE494,4474,Artane Castle SC,Kilmore Road,Dublin,53.3841,-6.2152
IE495,4935,St Attracta Road,Fassaugh Road,Dublin,53.3641,-6.2833
IE496,4500,Fassaugh Road,Fassaugh Road,Dublin,53.364,-6.2837
IE497,2094,Coombe Hospital,Cork Street,Dublin,53.3348,-6.2898
IE498,4434,Coombe Hospital,Cork Street,Dublin,53.3359,-6.2893
IE499,4389,Clanawley Road,Collins Avenue East,Dublin,53.3735,-6.2107
IE500,4390,Killester Avenue,Collins Avenue East,Dublin,53.3719,-6.2077
IE501,1460,Carrow Road,Galtymore Road,Dublin,53.3324,-6.321
IE502,4399,Carrow Road,Galtymore Road,Dublin,53.3325,-6.321
IE503,4400,Galtymore Road,Galtymore Road,Dublin,53.3343,-6.3194
IE504,1459,Galtymore Road,Galtymore Road,Dublin,53.334,-6.3197
IE505,1245,Glin Avenue,Glin Road,Dublin,53.398,-6.2062
IE506,4388,Glin Avenue,Glin Road,Dublin,53.3987,-6.206
IE507,4383,Coláiste Dhúlaigh,Barryscourt Road,Dublin,53.3963,-6.2111
IE508,4384,North Strand Road,North Strand Road,Dublin,53.3577,-6.2427
IE509,617,North Strand Road,North Strand Road,Dublin,53.3579,-6.242
IE510,4385,Saint Brendan's Church,Malahide Road,Dublin,53.3885,-6.199
IE511,1274,Coolock Junction,Malahide Road,Dublin,53.3889,-6.198
IE512,4432,Seven Oaks,Swords Road,Dublin,53.3772,-6.2486
IE513,4414,Convent Lawns,Kylemore Road,Dublin,53.3443,-6.35
IE514,4406,Concorde Business Park,Naas Road,Dublin,53.3281,-6.3385
IE515,1447,Victoria Quay,Victoria Quay,Dublin,53.3465,-6.2856
IE516,4407,Victoria Quay,Victoria Quay,Dublin,53.3465,-6.2852
IE517,4408,Phoenix House,Conyngham Road,Dublin,53.3483,-6.3011
IE518,2798,Pembroke Road,Pembroke Road,Dublin,53.332,-6.2359
IE519,2797,Northumberland Road,Pembroke Road,Dublin,53.3323,-6.2365
IE520,2796,Pembroke Road,Pembroke Road,Dublin,53.3327,-6.2407
IE521,2799,Eastmoreland Place,Pembroke Road,Dublin,53.3327,-6.242
IE522,2800,Sandymount Avenue,Sandymount Avenue,Dublin,53.3271,-6.2225
IE523,2801,Wilfield Park,Sandymount Avenue,Dublin,53.3292,-6.2187
IE524,2793,Belgrave Square North,Belgrave Square North,Dublin,53.3233,-6.261
IE525,2794,Castlewood Avenue,Castlewood Avenue,Dublin,53.3226,-6.2643
IE526,2795,Leeson Street Upper,Leeson Street Upper,Dublin,53.3285,-6.2463
IE527,2806,Sandymount Avenue,Sandymount Avenue,Dublin,53.3304,-6.2163
IE528,7599,Gilford Road,Sandymount Avenue,Dublin,53.3303,-6.217
IE529,2808,Sandymount Station,Sandymount Avenue,Dublin,53.3268,-6.2231
IE530,2809,Pearse Station,Westland Row,Dublin,53.3431,-6.2498
IE531,495,Pearse Station,Westland Row,Dublin,53.3436,-6.2497
IE532,385,Newgrove Avenue,Newgrove Avenue,Dublin,53.3324,-6.2112
IE533,2791,Ranelagh Luas,Charleston Road,Dublin,53.325,-6.2554
IE534,2729,Walkinstown Park Estate,Walkinstown Avenue,Dublin,53.3191,-6.336
IE535,2777,Walkinstown Park Estate,Walkinstown Avenue,Dublin,53.3192,-6.3364
IE536,2787,Walkinstown Avenue,Walkinstown Avenue,Dublin,53.3251,-6.3414
IE537,2780,Walkinstown Avenue,Walkinstown Avenue,Dublin,53.3257,-6.3421
IE538,2786,Kylemore Luas,Kylemore Road,Dublin,53.3278,-6.3434
IE539,2781,Kylemore Road,Kylemore Road,Dublin,53.328,-6.3437
IE540,2774,Walkinstown Avenue,Walkinstown Avenue,Dublin,53.3183,-6.335
IE541,2730,Walkinstown Community Centre,Walkinstown Avenue,Dublin,53.3179,-6.3342
IE542,2775,EP Mooney Park,Walkinstown Avenue,Dublin,53.3228,-6.3411
IE543,2788,Castlewood Avenue,Castlewood Avenue,Dublin,53.3228,-6.2633
IE544,2789,Charleston Avenue,Charleston Road,Dublin,53.3237,-6.2594
IE545,2790,Oakley Road,Charleston Road,Dublin,53.3246,-6.2566
IE546,2783,Kylemore Way,Kylemore Road,Dublin,53.3354,-6.3469
IE547,2784,Kylemore Way,Kylemore Road,Dublin,53.3352,-6.3466
IE548,2782,Bluebell Avenue,Kylemore Road,Dublin,53.3307,-6.3456
IE549,2785,Bluebell Avenue,Kylemore Road,Dublin,53.3301,-6.345
IE550,2986,Meadowbank,Bushy Park Road,Dublin,53.3076,-6.2766
IE551,2917,Meadowbank,Bushy Park Road,Dublin,53.3075,-6.2776
IE552,2985,Bushy Park Road,Bushy Park Road,Dublin,53.3073,-6.2831
IE553,2918,Riversdale Avenue,Bushy Park Road,Dublin,53.3074,-6.2808
IE554,2957,McKee Avenue North,McKee Avenue,Dublin,53.3962,-6.3026
IE555,1548,McKee Avenue North,McKee Avenue,Dublin,53.3961,-6.3027
IE556,1547,McKee Avenue,McKee Avenue,Dublin,53.3952,-6.3017
IE557,2958,McKee Avenue,McKee Avenue,Dublin,53.3944,-6.3011
IE558,2916,Bushy Park Road,Bushy Park Road,Dublin,53.3076,-6.2749
IE559,2911,Cherry Orchard Park,Blackditch Road,Dublin,53.3387,-6.3734
IE560,2906,Blackditch Road,Blackditch Road,Dublin,53.3389,-6.3734
IE561,2912,Parliament Street,Parliament Street,Dublin,53.3446,-6.2674
IE562,2914,Orwell Road,Orwell Road,Dublin,53.311,-6.2738
IE563,3002,Orwell Road,Orwell Road,Dublin,53.3112,-6.2742
IE564,2988,Zion Road,Zion Road,Dublin,53.3084,-6.2736
IE565,2915,Zion Road,Zion Road,Dublin,53.3094,-6.2737
IE566,2999,Orwell Gardens,Orwell Road,Dublin,53.306,-6.2673
IE567,2990,Orwell Gardens,Orwell Road,Dublin,53.3062,-6.2673
IE568,3001,Orwell Mews,Orwell Road,Dublin,53.3103,-6.2737
IE569,3000,Rostrevor Terrace,Orwell Road,Dublin,53.3079,-6.2706
IE570,2989,Rostrevor Terrace,Orwell Road,Dublin,53.308,-6.2706
IE571,2910,Spiddal Road,Spiddal Road,Dublin,53.3411,-6.3716
IE572,2817,Alexandra College,Milltown Road,Dublin,53.3112,-6.2479
IE573,2898,Alexandra College,Milltown Road,Dublin,53.3112,-6.2482
IE574,2899,Garrynure,Milltown Road,Dublin,53.3164,-6.2451
IE575,2815,Milltown Road,Milltown Road,Dublin,53.3159,-6.2453
IE576,2811,Merrion Street,Upper Merrion Street,Dublin,53.3394,-6.2523
IE577,2812,Charlemont Street,Charlemont Street,Dublin,53.3319,-6.2622
IE578,2902,Northbrook Road,Ranelagh Road,Dublin,53.3289,-6.259
IE579,2813,Ranelagh Road,Ranelagh Road,Dublin,53.3287,-6.2587
IE580,2814,Ranelagh Luas,Ranelagh Road,Dublin,53.326,-6.2556
IE581,2900,Ranelagh Luas,Ranelagh Road,Dublin,53.3259,-6.2557
IE582,2907,Orchard Lawns,Blackditch Road,Dublin,53.3403,-6.3722
IE583,2908,Spiddal Park,Oranmore Road,Dublin,53.3397,-6.3674
IE584,2909,Saint Ultans School,Cherry Orchard Avenue,Dublin,53.3374,-6.3737
IE585,7507,Saint Ultans School,Cherry Orchard Avenue,Dublin,53.3374,-6.3732
IE586,2901,Ranelagh Road,Ranelagh Road,Dublin,53.3273,-6.2585
IE587,2903,Charlemont Street,Charlemont Street,Dublin,53.3313,-6.2616
IE588,1747,Clontarf Village,Clontarf Road,Dublin,53.3594,-6.1969
IE589,1731,Clontarf Village,Clontarf Road,Dublin,53.3591,-6.1966
IE590,1729,Clontarf Depot,Clontarf Road,Dublin,53.3585,-6.1903
IE591,1749,Clontarf Depot,Clontarf Road,Dublin,53.3586,-6.1906
IE592,1745,Clontarf Baths,Clontarf Road,Dublin,53.3603,-6.2057
IE593,1733,Clontarf Baths,Clontarf Road,Dublin,53.3602,-6.2063
IE594,1756,Dollymount Avenue,Mount Prospect Avenue,Dublin,53.3672,-6.1829
IE595,1757,Park Lawn,Mount Prospect Avenue,Dublin,53.3686,-6.1822
IE596,1769,Park Lawn,Mount Prospect Avenue,Dublin,53.3689,-6.1819
IE597,1758,Baymount Park,Mount Prospect Avenue,Dublin,53.3681,-6.1754
IE598,1759,The Oaks,Clontarf Road,Dublin,53.366,-6.1743
IE599,1724,The Oaks,Clontarf Road,Dublin,53.3657,-6.1744
IE600,1755,Seapark Apartments,Mount Prospect Avenue,Dublin,53.3664,-6.1871
IE601,1751,Clontarf Coast,Clontarf Road,Dublin,53.3599,-6.1854
IE602,1728,Clontarf Coast,Clontarf Road,Dublin,53.3597,-6.1862
IE603,1752,North Bull Island,Clontarf Road,Dublin,53.3611,-6.1818
IE604,1754,Doyles Lane,Clontarf Road,Dublin,53.3641,-6.1768
IE605,1748,Vernon Court,Clontarf Road,Dublin,53.3583,-6.1935
IE606,1730,Vernon Court,Clontarf Road,Dublin,53.3582,-6.1941
IE607,1727,North Bull Island,Clontarf Road,Dublin,53.3604,-6.1832
IE608,1725,Doyles Lane,Clontarf Road,Dublin,53.3638,-6.1771
IE609,1753,Dollymount Park,Clontarf Road,Dublin,53.3627,-6.1787
IE610,1726,Dollymount Park,Clontarf Road,Dublin,53.3623,-6.1792
IE611,1740,Clontarf Road Station,Clontarf Road,Dublin,53.364,-6.2261
IE612,1742,Saint Lawrence Road,Clontarf Road,Dublin,53.3621,-6.2164
IE613,1736,Saint Lawrence Road,Clontarf Road,Dublin,53.3621,-6.2169
IE614,1746,Oulton Road,Oulton Road,Dublin,53.3603,-6.2027
IE615,1732,Oulton Road,Oulton Road,Dublin,53.3601,-6.2023
IE616,1744,Castle Avenue,Clontarf Road,Dublin,53.3603,-6.2088
IE617,1734,Castle Avenue,Clontarf Road,Dublin,53.3604,-6.211
IE618,1743,Seaview Avenue,Clontarf Road,Dublin,53.3611,-6.2139
IE619,1735,Seaview Avenue,Seaview Avenue,Dublin,53.3611,-6.2144
IE620,1784,Ennel Drive,McAuley Road,Dublin,53.3846,-6.193
IE621,1785,McAuley Drive,McAuley Drive,Dublin,53.3826,-6.1916
IE622,1797,McAuley Drive,McAuley Drive,Dublin,53.3831,-6.1917
IE623,1786,Ribh Road,Ribh Road,Dublin,53.382,-6.1922
IE624,1783,McAuley Road,McAuley Road,Dublin,53.3838,-6.196
IE625,1800,Mask Crescent,Gracefield Road,Dublin,53.3823,-6.1992
IE626,1782,Mask Crescent,Gracefield Road,Dublin,53.3824,-6.1982
IE627,1750,Saint Anne's Park,Mount Prospect Avenue,Dublin,53.3688,-6.1778
IE628,1794,Saint Anne's Park,Mount Prospect Avenue,Dublin,53.3695,-6.1794
IE629,1804,Rosecourt,Cabra Road,Dublin,53.3616,-6.2974
IE630,1795,Rosecourt,Cabra Road,Dublin,53.3615,-6.2969
IE631,1796,Ribh Road,McAuley Park,Dublin,53.3818,-6.1912
IE632,1788,Millbrook Road,Millbrook Road,Dublin,53.3916,-6.1788
IE633,1793,Millbrook Road,Millbrook Road,Dublin,53.3917,-6.1787
IE634,1792,Clonrosse Drive,Millbrook Road,Dublin,53.3935,-6.1786
IE635,1789,Clonrosse Drive,Millbrook Road,Dublin,53.3943,-6.1786
IE636,1791,Blunden Drive,Blunden Drive,Dublin,53.3966,-6.1819
IE637,1778,Mount Prospect Park,Mount Prospect Avenue,Dublin,53.3666,-6.1892
IE638,1765,Blackheath Park,Blackheath Drive,Dublin,53.3666,-6.2023
IE639,1767,Clontarf Castle,Castle Avenue,Dublin,53.3638,-6.2052
IE640,1764,Blackheath Court,Blackheath Park,Dublin,53.3659,-6.1956
IE641,1760,Seapark Apartments,Seapark Road,Dublin,53.366,-6.1878
IE642,1777,Seafield Avenue,Seafield Avenue,Dublin,53.3663,-6.1907
IE643,1775,Seafield Road West,Vernon Avenue,Dublin,53.3644,-6.1952
IE644,1763,Seafield Road West,Vernon Avenue,Dublin,53.3644,-6.1954
IE645,1774,Blackheath Court,Blackheath Park,Dublin,53.3661,-6.1974
IE646,1762,Seafield Road East,Seafield Road East,Dublin,53.3638,-6.1912
IE647,1776,Seafield Road East,Seafield Road East,Dublin,53.3639,-6.1918
IE648,1773,Blackheath Park,Blackheath Park,Dublin,53.3668,-6.2034
IE649,1770,Dollymount Avenue,Mount Prospect Avenue,Dublin,53.3671,-6.1828
IE650,1771,Saint Gabriel's Road,Mount Prospect Avenue,Dublin,53.366,-6.1852
IE651,1766,Clontarf Cemetery,Castle Avenue,Dublin,53.3651,-6.2049
IE652,1772,Clontarf Cemetery,Castle Avenue,Dublin,53.365,-6.2051
IE653,220,Shantalla Bridge,Swords Road,Dublin,53.3879,-6.245
IE654,1641,Ellenfield Park,Swords Road,Dublin,53.3865,-6.2424
IE655,1642,Whitehall Church,Swords Road,Dublin,53.384,-6.2434
IE656,1643,Falcarragh Road,Collins Avenue West,Dublin,53.3848,-6.251
IE657,211,Falcarragh Road,Collins Avenue West,Dublin,53.3843,-6.2492
IE658,1620,Whitehall Church,Swords Road,Dublin,53.3833,-6.2441
IE659,1649,Manor Street,Manor Street,Dublin,53.3526,-6.2843
IE660,1712,Aughrim Court,Aughrim Street,Dublin,53.3533,-6.2862
IE661,1650,Castle Avenue,Castle Avenue,Dublin,53.3612,-6.2093
IE662,1651,Vernon Avenue,Vernon Avenue,Dublin,53.3679,-6.1949
IE663,1652,Clontarf Castle,Castle Avenue,Dublin,53.3634,-6.2061
IE664,1648,Stoneybatter,Stoneybatter,Dublin,53.3511,-6.2828
IE665,1646,DCU Collins Avenue,Collins Avenue West,Dublin,53.3872,-6.257
IE666,1644,DCU Collins Avenue,Collins Avenue West,Dublin,53.3869,-6.2566
IE667,1647,Blackhall Place,Blackhall Place,Dublin,53.3483,-6.2822
IE668,1619,Constitution Hill,Constitution Hill,Dublin,53.3529,-6.2732
IE669,1605,Albert College Park,Collins Avenue West,Dublin,53.3883,-6.2608
IE670,1606,Valeview Drive,Saint Helena's Road,Dublin,53.3804,-6.3064
IE671,1596,Farnham Drive,Saint Helena's Road,Dublin,53.383,-6.3008
IE672,1608,Farnham Drive,Saint Helena's Road,Dublin,53.383,-6.2995
IE673,1604,Rathvilly Road,Rathvilly Park,Dublin,53.3837,-6.3163
IE674,1600,Deanstown Avenue,Deanstown Avenue,Dublin,53.3836,-6.3128
IE675,1601,Deanstown Drive,Deanstown Avenue,Dublin,53.3839,-6.3147
IE676,1602,Patrician College,Deanstown Avenue,Dublin,53.3844,-6.3187
IE677,1603,Ratoath Road,Ratoath Road,Dublin,53.3835,-6.3187
IE678,1615,Church Street,Church Street,Dublin,53.3478,-6.2746
IE679,1616,Church Street,Church Street,Dublin,53.3473,-6.275
IE680,1617,Capuchin Friary,Church Street,Dublin,53.3493,-6.2748
IE681,1618,Church Street Upper,Church Street,Dublin,53.3509,-6.2742
IE682,1614,Church Street Upper,Constitution Hill,Dublin,53.3513,-6.2738
IE683,1609,Cloonlara Road,Saint Helena's Road,Dublin,53.3804,-6.2973
IE684,1610,Tolka Valley Park,Tolka Valley Road,Dublin,53.3788,-6.2964
IE685,1592,Prospect Hill South,Tolka Valley Road,Dublin,53.3797,-6.2892
IE686,1707,Dunard Walk,Blackhorse Avenue,Dublin,53.3584,-6.3025
IE687,1657,Dunard Walk,Blackhorse Avenue,Dublin,53.3584,-6.3031
IE688,1709,Glenbeigh Avenue,Blackhorse Avenue,Dublin,53.3569,-6.2971
IE689,1655,Blackhorse Avenue,Blackhorse Avenue,Dublin,53.3567,-6.297
IE690,802,Drumalee,North Circular Road,Dublin,53.3565,-6.2913
IE691,1710,Aughrim Street,Aughrim Street,Dublin,53.3556,-6.2917
